,year,month,day,Date,DateTime,hora_inicio,cantidad_pasos,sentido_prov,vehiculo_liv,weekday,season,hour,holiday,non_working,time_of_day
1299,2017,2,24,2017-02-24,2017-02-24 03:00:00,3,351.0,0.36363636363636365,0.36363636363636365,Friday,Summer,3,0,working,night
1300,2017,2,24,2017-02-24,2017-02-24 04:00:00,4,531.0,0.4,0.4,Friday,Summer,4,0,working,night
1301,2017,2,24,2017-02-24,2017-02-24 05:00:00,5,1045.0,0.46153846153846156,0.3076923076923077,Friday,Summer,5,0,working,night
1302,2017,2,24,2017-02-24,2017-02-24 06:00:00,6,1960.0,0.4,0.26666666666666666,Friday,Summer,6,0,working,night
1303,2017,2,24,2017-02-24,2017-02-24 07:00:00,7,3072.0,0.3333333333333333,0.26666666666666666,Friday,Summer,7,0,working,morning
1304,2017,2,24,2017-02-24,2017-02-24 08:00:00,8,3369.0,0.26666666666666666,0.3333333333333333,Friday,Summer,8,0,working,morning
1305,2017,2,24,2017-02-24,2017-02-24 09:00:00,9,3326.0,0.4166666666666667,0.3333333333333333,Friday,Summer,9,0,working,morning
1306,2017,2,24,2017-02-24,2017-02-24 10:00:00,10,3142.0,0.35714285714285715,0.2857142857142857,Friday,Summer,10,0,working,morning
1307,2017,2,24,2017-02-24,2017-02-24 11:00:00,11,3389.0,0.4,0.26666666666666666,Friday,Summer,11,0,working,morning
1308,2017,2,24,2017-02-24,2017-02-24 12:00:00,12,3414.0,0.42857142857142855,0.2857142857142857,Friday,Summer,12,0,working,morning
1309,2017,2,24,2017-02-24,2017-02-24 13:00:00,13,3656.0,0.4,0.26666666666666666,Friday,Summer,13,0,working,afternoon
1310,2017,2,24,2017-02-24,2017-02-24 14:00:00,14,3793.0,0.38461538461538464,0.38461538461538464,Friday,Summer,14,0,working,afternoon
1311,2017,2,24,2017-02-24,2017-02-24 15:00:00,15,3807.0,0.4666666666666667,0.26666666666666666,Friday,Summer,15,0,working,afternoon
1312,2017,2,24,2017-02-24,2017-02-24 16:00:00,16,3607.0,0.5,0.2857142857142857,Friday,Summer,16,0,working,evening
1313,2017,2,24,2017-02-24,2017-02-24 17:00:00,17,3444.0,0.46153846153846156,0.3076923076923077,Friday,Summer,17,0,working,evening
1314,2017,2,24,2017-02-24,2017-02-24 18:00:00,18,3212.0,0.4666666666666667,0.26666666666666666,Friday,Summer,18,0,working,evening
1315,2017,2,24,2017-02-24,2017-02-24 19:00:00,19,2837.0,0.46153846153846156,0.3076923076923077,Friday,Summer,19,0,working,evening
1316,2017,2,24,2017-02-24,2017-02-24 20:00:00,20,2833.0,0.35714285714285715,0.2857142857142857,Friday,Summer,20,0,working,evening
1317,2017,2,24,2017-02-24,2017-02-24 21:00:00,21,2435.0,0.4166666666666667,0.3333333333333333,Friday,Summer,21,0,working,evening
1318,2017,2,24,2017-02-24,2017-02-24 22:00:00,22,1822.0,0.38461538461538464,0.3076923076923077,Friday,Summer,22,0,working,night
1319,2017,2,24,2017-02-24,2017-02-24 23:00:00,23,1365.0,0.5384615384615384,0.3076923076923077,Friday,Summer,23,0,working,night
1320,2017,2,25,2017-02-25,2017-02-25 00:00:00,0,1227.0,0.45454545454545453,0.36363636363636365,Saturday,Summer,0,0,non-working,night
1321,2017,2,25,2017-02-25,2017-02-25 01:00:00,1,1094.0,0.4166666666666667,0.3333333333333333,Saturday,Summer,1,0,non-working,night
1322,2017,2,25,2017-02-25,2017-02-25 02:00:00,2,842.0,0.38461538461538464,0.3076923076923077,Saturday,Summer,2,0,non-working,night
1323,2017,2,25,2017-02-25,2017-02-25 03:00:00,3,778.0,0.3333333333333333,0.3333333333333333,Saturday,Summer,3,0,non-working,night
1324,2017,2,25,2017-02-25,2017-02-25 04:00:00,4,1107.0,0.5,0.3333333333333333,Saturday,Summer,4,0,non-working,night
1325,2017,2,25,2017-02-25,2017-02-25 05:00:00,5,1260.0,0.5,0.4,Saturday,Summer,5,0,non-working,night
1326,2017,2,25,2017-02-25,2017-02-25 06:00:00,6,1753.0,0.36363636363636365,0.36363636363636365,Saturday,Summer,6,0,non-working,night
1327,2017,2,25,2017-02-25,2017-02-25 07:00:00,7,1934.0,0.5,0.2857142857142857,Saturday,Summer,7,0,non-working,morning
1328,2017,2,25,2017-02-25,2017-02-25 08:00:00,8,2068.0,0.42857142857142855,0.2857142857142857,Saturday,Summer,8,0,non-working,morning
1329,2017,2,25,2017-02-25,2017-02-25 09:00:00,9,2389.0,0.46153846153846156,0.3076923076923077,Saturday,Summer,9,0,non-working,morning
1330,2017,2,25,2017-02-25,2017-02-25 10:00:00,10,2454.0,0.4666666666666667,0.26666666666666666,Saturday,Summer,10,0,non-working,morning
1331,2017,2,25,2017-02-25,2017-02-25 11:00:00,11,2580.0,0.42857142857142855,0.2857142857142857,Saturday,Summer,11,0,non-working,morning
1332,2017,2,25,2017-02-25,2017-02-25 12:00:00,12,2690.0,0.42857142857142855,0.2857142857142857,Saturday,Summer,12,0,non-working,morning
1333,2017,2,25,2017-02-25,2017-02-25 13:00:00,13,2500.0,0.42857142857142855,0.2857142857142857,Saturday,Summer,13,0,non-working,afternoon
1334,2017,2,25,2017-02-25,2017-02-25 14:00:00,14,2434.0,0.42857142857142855,0.2857142857142857,Saturday,Summer,14,0,non-working,afternoon
1335,2017,2,25,2017-02-25,2017-02-25 15:00:00,15,2279.0,0.4,0.26666666666666666,Saturday,Summer,15,0,non-working,afternoon
1336,2017,2,25,2017-02-25,2017-02-25 16:00:00,16,2122.0,0.46153846153846156,0.3076923076923077,Saturday,Summer,16,0,non-working,evening
1337,2017,2,25,2017-02-25,2017-02-25 17:00:00,17,2029.0,0.46153846153846156,0.3076923076923077,Saturday,Summer,17,0,non-working,evening
1338,2017,2,25,2017-02-25,2017-02-25 18:00:00,18,2075.0,0.4375,0.25,Saturday,Summer,18,0,non-working,evening
1339,2017,2,25,2017-02-25,2017-02-25 19:00:00,19,2258.0,0.38461538461538464,0.3076923076923077,Saturday,Summer,19,0,non-working,evening
1340,2017,2,25,2017-02-25,2017-02-25 20:00:00,20,2193.0,0.38461538461538464,0.3076923076923077,Saturday,Summer,20,0,non-working,evening
1341,2017,2,25,2017-02-25,2017-02-25 21:00:00,21,2094.0,0.5,0.4,Saturday,Summer,21,0,non-working,evening
1342,2017,2,25,2017-02-25,2017-02-25 22:00:00,22,1557.0,0.36363636363636365,0.36363636363636365,Saturday,Summer,22,0,non-working,night
1343,2017,2,25,2017-02-25,2017-02-25 23:00:00,23,1133.0,0.5833333333333334,0.3333333333333333,Saturday,Summer,23,0,non-working,night
1344,2017,2,26,2017-02-26,2017-02-26 00:00:00,0,1123.0,0.3333333333333333,0.4444444444444444,Sunday,Summer,0,0,non-working,night
1345,2017,2,26,2017-02-26,2017-02-26 01:00:00,1,1085.0,0.46153846153846156,0.3076923076923077,Sunday,Summer,1,0,non-working,night
1346,2017,2,26,2017-02-26,2017-02-26 02:00:00,2,835.0,0.45454545454545453,0.36363636363636365,Sunday,Summer,2,0,non-working,night
1347,2017,2,26,2017-02-26,2017-02-26 03:00:00,3,649.0,0.5,0.5,Sunday,Summer,3,0,non-working,night
1348,2017,2,26,2017-02-26,2017-02-26 04:00:00,4,619.0,0.4444444444444444,0.4444444444444444,Sunday,Summer,4,0,non-working,night
1349,2017,2,26,2017-02-26,2017-02-26 05:00:00,5,968.0,0.45454545454545453,0.36363636363636365,Sunday,Summer,5,0,non-working,night
1350,2017,2,26,2017-02-26,2017-02-26 06:00:00,6,1075.0,0.5,0.3333333333333333,Sunday,Summer,6,0,non-working,night
1351,2017,2,26,2017-02-26,2017-02-26 07:00:00,7,1045.0,0.38461538461538464,0.3076923076923077,Sunday,Summer,7,0,non-working,morning
1352,2017,2,26,2017-02-26,2017-02-26 08:00:00,8,1143.0,0.5,0.3333333333333333,Sunday,Summer,8,0,non-working,morning
1353,2017,2,26,2017-02-26,2017-02-26 09:00:00,9,1439.0,0.38461538461538464,0.3076923076923077,Sunday,Summer,9,0,non-working,morning
1354,2017,2,26,2017-02-26,2017-02-26 10:00:00,10,1771.0,0.45454545454545453,0.36363636363636365,Sunday,Summer,10,0,non-working,morning
1355,2017,2,26,2017-02-26,2017-02-26 11:00:00,11,2007.0,0.38461538461538464,0.3076923076923077,Sunday,Summer,11,0,non-working,morning
1356,2017,2,26,2017-02-26,2017-02-26 12:00:00,12,2112.0,0.46153846153846156,0.3076923076923077,Sunday,Summer,12,0,non-working,morning
1357,2017,2,26,2017-02-26,2017-02-26 13:00:00,13,1748.0,0.38461538461538464,0.3076923076923077,Sunday,Summer,13,0,non-working,afternoon
1358,2017,2,26,2017-02-26,2017-02-26 14:00:00,14,1583.0,0.4166666666666667,0.3333333333333333,Sunday,Summer,14,0,non-working,afternoon
1359,2017,2,26,2017-02-26,2017-02-26 15:00:00,15,1491.0,0.5454545454545454,0.36363636363636365,Sunday,Summer,15,0,non-working,afternoon
1360,2017,2,26,2017-02-26,2017-02-26 16:00:00,16,1534.0,0.4166666666666667,0.3333333333333333,Sunday,Summer,16,0,non-working,evening
1361,2017,2,26,2017-02-26,2017-02-26 17:00:00,17,1719.0,0.5454545454545454,0.36363636363636365,Sunday,Summer,17,0,non-working,evening
1362,2017,2,26,2017-02-26,2017-02-26 18:00:00,18,1990.0,0.36363636363636365,0.36363636363636365,Sunday,Summer,18,0,non-working,evening
1363,2017,2,26,2017-02-26,2017-02-26 19:00:00,19,2377.0,0.4166666666666667,0.3333333333333333,Sunday,Summer,19,0,non-working,evening
1364,2017,2,26,2017-02-26,2017-02-26 20:00:00,20,2348.0,0.4,0.4,Sunday,Summer,20,0,non-working,evening
1365,2017,2,26,2017-02-26,2017-02-26 21:00:00,21,2094.0,0.4166666666666667,0.3333333333333333,Sunday,Summer,21,0,non-working,evening
1366,2017,2,26,2017-02-26,2017-02-26 22:00:00,22,1713.0,0.4166666666666667,0.3333333333333333,Sunday,Summer,22,0,non-working,night
1367,2017,2,26,2017-02-26,2017-02-26 23:00:00,23,1280.0,0.45454545454545453,0.36363636363636365,Sunday,Summer,23,0,non-working,night
1368,2017,2,27,2017-02-27,2017-02-27 00:00:00,0,1072.0,0.36363636363636365,0.36363636363636365,Monday,Summer,0,0,working,night
1369,2017,2,27,2017-02-27,2017-02-27 01:00:00,1,861.0,0.5555555555555556,0.4444444444444444,Monday,Summer,1,0,working,night
1370,2017,2,27,2017-02-27,2017-02-27 02:00:00,2,659.0,0.4444444444444444,0.4444444444444444,Monday,Summer,2,0,working,night
1371,2017,2,27,2017-02-27,2017-02-27 03:00:00,3,448.0,0.45454545454545453,0.36363636363636365,Monday,Summer,3,0,working,night
1372,2017,2,27,2017-02-27,2017-02-27 04:00:00,4,440.0,0.5,0.3333333333333333,Monday,Summer,4,0,working,night
1373,2017,2,27,2017-02-27,2017-02-27 05:00:00,5,645.0,0.5,0.4,Monday,Summer,5,0,working,night
1374,2017,2,27,2017-02-27,2017-02-27 06:00:00,6,962.0,0.4444444444444444,0.4444444444444444,Monday,Summer,6,0,working,night
1375,2017,2,27,2017-02-27,2017-02-27 07:00:00,7,949.0,0.5,0.3333333333333333,Monday,Summer,7,0,working,morning
1376,2017,2,27,2017-02-27,2017-02-27 08:00:00,8,972.0,0.4166666666666667,0.3333333333333333,Monday,Summer,8,0,working,morning
1377,2017,2,27,2017-02-27,2017-02-27 09:00:00,9,1286.0,0.5454545454545454,0.36363636363636365,Monday,Summer,9,0,working,morning
1378,2017,2,27,2017-02-27,2017-02-27 10:00:00,10,1586.0,0.36363636363636365,0.36363636363636365,Monday,Summer,10,0,working,morning
1379,2017,2,27,2017-02-27,2017-02-27 11:00:00,11,1866.0,0.38461538461538464,0.3076923076923077,Monday,Summer,11,0,working,morning
1380,2017,2,27,2017-02-27,2017-02-27 12:00:00,12,2032.0,0.3333333333333333,0.3333333333333333,Monday,Summer,12,0,working,morning
1381,2017,2,27,2017-02-27,2017-02-27 13:00:00,13,1739.0,0.4166666666666667,0.3333333333333333,Monday,Summer,13,0,working,afternoon
1382,2017,2,27,2017-02-27,2017-02-27 14:00:00,14,1599.0,0.5454545454545454,0.36363636363636365,Monday,Summer,14,0,working,afternoon
1383,2017,2,27,2017-02-27,2017-02-27 15:00:00,15,1605.0,0.5,0.2857142857142857,Monday,Summer,15,0,working,afternoon
1384,2017,2,27,2017-02-27,2017-02-27 16:00:00,16,1701.0,0.4166666666666667,0.3333333333333333,Monday,Summer,16,0,working,evening
1385,2017,2,27,2017-02-27,2017-02-27 17:00:00,17,1904.0,0.45454545454545453,0.36363636363636365,Monday,Summer,17,0,working,evening
1386,2017,2,27,2017-02-27,2017-02-27 18:00:00,18,2278.0,0.4666666666666667,0.26666666666666666,Monday,Summer,18,0,working,evening
1387,2017,2,27,2017-02-27,2017-02-27 19:00:00,19,2375.0,0.46153846153846156,0.3076923076923077,Monday,Summer,19,0,working,evening
1388,2017,2,27,2017-02-27,2017-02-27 20:00:00,20,2366.0,0.42857142857142855,0.2857142857142857,Monday,Summer,20,0,working,evening
1389,2017,2,27,2017-02-27,2017-02-27 21:00:00,21,2131.0,0.5,0.4,Monday,Summer,21,0,working,evening
1390,2017,2,27,2017-02-27,2017-02-27 22:00:00,22,1716.0,0.4666666666666667,0.26666666666666666,Monday,Summer,22,0,working,night
1391,2017,2,27,2017-02-27,2017-02-27 23:00:00,23,1305.0,0.5454545454545454,0.36363636363636365,Monday,Summer,23,0,working,night
1392,2017,2,28,2017-02-28,2017-02-28 00:00:00,0,1137.0,0.4166666666666667,0.3333333333333333,Tuesday,Summer,0,0,working,night
1393,2017,2,28,2017-02-28,2017-02-28 01:00:00,1,1031.0,0.4444444444444444,0.4444444444444444,Tuesday,Summer,1,0,working,night
1394,2017,2,28,2017-02-28,2017-02-28 02:00:00,2,760.0,0.4166666666666667,0.3333333333333333,Tuesday,Summer,2,0,working,night
1395,2017,2,28,2017-02-28,2017-02-28 03:00:00,3,599.0,0.5,0.4,Tuesday,Summer,3,0,working,night
1396,2017,2,28,2017-02-28,2017-02-28 04:00:00,4,581.0,0.4,0.4,Tuesday,Summer,4,0,working,night
1397,2017,2,28,2017-02-28,2017-02-28 05:00:00,5,739.0,0.4166666666666667,0.3333333333333333,Tuesday,Summer,5,0,working,night
1398,2017,2,28,2017-02-28,2017-02-28 06:00:00,6,859.0,0.45454545454545453,0.36363636363636365,Tuesday,Summer,6,0,working,night
1399,2017,2,28,2017-02-28,2017-02-28 07:00:00,7,962.0,0.5454545454545454,0.36363636363636365,Tuesday,Summer,7,0,working,morning
1400,2017,2,28,2017-02-28,2017-02-28 08:00:00,8,1028.0,0.4666666666666667,0.26666666666666666,Tuesday,Summer,8,0,working,morning
1401,2017,2,28,2017-02-28,2017-02-28 09:00:00,9,1275.0,0.36363636363636365,0.36363636363636365,Tuesday,Summer,9,0,working,morning
1402,2017,2,28,2017-02-28,2017-02-28 10:00:00,10,1553.0,0.36363636363636365,0.36363636363636365,Tuesday,Summer,10,0,working,morning
1403,2017,2,28,2017-02-28,2017-02-28 11:00:00,11,1788.0,0.3076923076923077,0.3076923076923077,Tuesday,Summer,11,0,working,morning
1404,2017,2,28,2017-02-28,2017-02-28 12:00:00,12,2053.0,0.42857142857142855,0.2857142857142857,Tuesday,Summer,12,0,working,morning
1405,2017,2,28,2017-02-28,2017-02-28 13:00:00,13,1802.0,0.46153846153846156,0.3076923076923077,Tuesday,Summer,13,0,working,afternoon
1406,2017,2,28,2017-02-28,2017-02-28 14:00:00,14,1791.0,0.4166666666666667,0.3333333333333333,Tuesday,Summer,14,0,working,afternoon
1407,2017,2,28,2017-02-28,2017-02-28 15:00:00,15,1825.0,0.4,0.26666666666666666,Tuesday,Summer,15,0,working,afternoon
1408,2017,2,28,2017-02-28,2017-02-28 16:00:00,16,2004.0,0.38461538461538464,0.3076923076923077,Tuesday,Summer,16,0,working,evening
1409,2017,2,28,2017-02-28,2017-02-28 17:00:00,17,1972.0,0.38461538461538464,0.3076923076923077,Tuesday,Summer,17,0,working,evening
1410,2017,2,28,2017-02-28,2017-02-28 18:00:00,18,2149.0,0.5,0.25,Tuesday,Summer,18,0,working,evening
1411,2017,2,28,2017-02-28,2017-02-28 19:00:00,19,2235.0,0.4,0.26666666666666666,Tuesday,Summer,19,0,working,evening
1412,2017,2,28,2017-02-28,2017-02-28 20:00:00,20,2061.0,0.42857142857142855,0.2857142857142857,Tuesday,Summer,20,0,working,evening
1413,2017,2,28,2017-02-28,2017-02-28 21:00:00,21,1714.0,0.6,0.4,Tuesday,Summer,21,0,working,evening
1414,2017,2,28,2017-02-28,2017-02-28 22:00:00,22,1508.0,0.4166666666666667,0.3333333333333333,Tuesday,Summer,22,0,working,night
1415,2017,2,28,2017-02-28,2017-02-28 23:00:00,23,1399.0,0.4166666666666667,0.3333333333333333,Tuesday,Summer,23,0,working,night
1416,2017,3,1,2017-03-01,2017-03-01 00:00:00,0,1213.0,0.4166666666666667,0.3333333333333333,Wednesday,Autumn,0,0,working,night
1417,2017,3,1,2017-03-01,2017-03-01 01:00:00,1,861.0,0.45454545454545453,0.36363636363636365,Wednesday,Autumn,1,0,working,night
1418,2017,3,1,2017-03-01,2017-03-01 02:00:00,2,708.0,0.45454545454545453,0.36363636363636365,Wednesday,Autumn,2,0,working,night
1419,2017,3,1,2017-03-01,2017-03-01 03:00:00,3,664.0,0.45454545454545453,0.36363636363636365,Wednesday,Autumn,3,0,working,night
1420,2017,3,1,2017-03-01,2017-03-01 04:00:00,4,652.0,0.4166666666666667,0.3333333333333333,Wednesday,Autumn,4,0,working,night
1421,2017,3,1,2017-03-01,2017-03-01 05:00:00,5,1084.0,0.4666666666666667,0.26666666666666666,Wednesday,Autumn,5,0,working,night
1422,2017,3,1,2017-03-01,2017-03-01 06:00:00,6,2014.0,0.4,0.3333333333333333,Wednesday,Autumn,6,0,working,night
1423,2017,3,1,2017-03-01,2017-03-01 07:00:00,7,3169.0,0.5,0.2857142857142857,Wednesday,Autumn,7,0,working,morning
1424,2017,3,1,2017-03-01,2017-03-01 08:00:00,8,3147.0,0.38461538461538464,0.3076923076923077,Wednesday,Autumn,8,0,working,morning
1425,2017,3,1,2017-03-01,2017-03-01 09:00:00,9,2920.0,0.4,0.26666666666666666,Wednesday,Autumn,9,0,working,morning
1426,2017,3,1,2017-03-01,2017-03-01 10:00:00,10,2337.0,0.5,0.2857142857142857,Wednesday,Autumn,10,0,working,morning
1427,2017,3,1,2017-03-01,2017-03-01 11:00:00,11,2092.0,0.25,0.3333333333333333,Wednesday,Autumn,11,0,working,morning
1428,2017,3,1,2017-03-01,2017-03-01 12:00:00,12,2091.0,0.42857142857142855,0.2857142857142857,Wednesday,Autumn,12,0,working,morning
1429,2017,3,1,2017-03-01,2017-03-01 13:00:00,13,2424.0,0.42857142857142855,0.2857142857142857,Wednesday,Autumn,13,0,working,afternoon
1430,2017,3,1,2017-03-01,2017-03-01 14:00:00,14,2792.0,0.38461538461538464,0.3076923076923077,Wednesday,Autumn,14,0,working,afternoon
1431,2017,3,1,2017-03-01,2017-03-01 15:00:00,15,3034.0,0.4,0.26666666666666666,Wednesday,Autumn,15,0,working,afternoon
1432,2017,3,1,2017-03-01,2017-03-01 16:00:00,16,3206.0,0.5,0.2857142857142857,Wednesday,Autumn,16,0,working,evening
1433,2017,3,1,2017-03-01,2017-03-01 17:00:00,17,3077.0,0.46153846153846156,0.3076923076923077,Wednesday,Autumn,17,0,working,evening
1434,2017,3,1,2017-03-01,2017-03-01 18:00:00,18,3241.0,0.46153846153846156,0.3076923076923077,Wednesday,Autumn,18,0,working,evening
1435,2017,3,1,2017-03-01,2017-03-01 19:00:00,19,2662.0,0.4,0.26666666666666666,Wednesday,Autumn,19,0,working,evening
1436,2017,3,1,2017-03-01,2017-03-01 20:00:00,20,2504.0,0.5,0.3333333333333333,Wednesday,Autumn,20,0,working,evening
1437,2017,3,1,2017-03-01,2017-03-01 21:00:00,21,1695.0,0.5,0.4,Wednesday,Autumn,21,0,working,evening
1438,2017,3,1,2017-03-01,2017-03-01 22:00:00,22,1352.0,0.5,0.2857142857142857,Wednesday,Autumn,22,0,working,night
1439,2017,3,1,2017-03-01,2017-03-01 23:00:00,23,952.0,0.46153846153846156,0.38461538461538464,Wednesday,Autumn,23,0,working,night
1440,2017,3,2,2017-03-02,2017-03-02 00:00:00,0,1113.0,0.5,0.2857142857142857,Thursday,Autumn,0,0,working,night
1441,2017,3,2,2017-03-02,2017-03-02 01:00:00,1,507.0,0.4,0.4,Thursday,Autumn,1,0,working,night
1442,2017,3,2,2017-03-02,2017-03-02 02:00:00,2,289.0,0.5,0.4,Thursday,Autumn,2,0,working,night
1443,2017,3,2,2017-03-02,2017-03-02 03:00:00,3,252.0,0.375,0.5,Thursday,Autumn,3,0,working,night
1444,2017,3,2,2017-03-02,2017-03-02 04:00:00,4,338.0,0.45454545454545453,0.36363636363636365,Thursday,Autumn,4,0,working,night
1445,2017,3,2,2017-03-02,2017-03-02 05:00:00,5,711.0,0.4,0.4,Thursday,Autumn,5,0,working,night
1446,2017,3,2,2017-03-02,2017-03-02 06:00:00,6,1697.0,0.38461538461538464,0.3076923076923077,Thursday,Autumn,6,0,working,night
1447,2017,3,2,2017-03-02,2017-03-02 07:00:00,7,2981.0,0.35714285714285715,0.2857142857142857,Thursday,Autumn,7,0,working,morning
1448,2017,3,2,2017-03-02,2017-03-02 08:00:00,8,3226.0,0.4166666666666667,0.3333333333333333,Thursday,Autumn,8,0,working,morning
1449,2017,3,2,2017-03-02,2017-03-02 09:00:00,9,3197.0,0.4375,0.25,Thursday,Autumn,9,0,working,morning
1450,2017,3,2,2017-03-02,2017-03-02 10:00:00,10,3172.0,0.42857142857142855,0.2857142857142857,Thursday,Autumn,10,0,working,morning
1451,2017,3,2,2017-03-02,2017-03-02 11:00:00,11,3188.0,0.3333333333333333,0.26666666666666666,Thursday,Autumn,11,0,working,morning
1452,2017,3,2,2017-03-02,2017-03-02 12:00:00,12,3023.0,0.3333333333333333,0.26666666666666666,Thursday,Autumn,12,0,working,morning
1453,2017,3,2,2017-03-02,2017-03-02 13:00:00,13,3275.0,0.4,0.26666666666666666,Thursday,Autumn,13,0,working,afternoon
1454,2017,3,2,2017-03-02,2017-03-02 14:00:00,14,3296.0,0.42857142857142855,0.2857142857142857,Thursday,Autumn,14,0,working,afternoon
1455,2017,3,2,2017-03-02,2017-03-02 15:00:00,15,3463.0,0.4,0.26666666666666666,Thursday,Autumn,15,0,working,afternoon
1456,2017,3,2,2017-03-02,2017-03-02 16:00:00,16,3369.0,0.4,0.26666666666666666,Thursday,Autumn,16,0,working,evening
1457,2017,3,2,2017-03-02,2017-03-02 17:00:00,17,3405.0,0.4,0.26666666666666666,Thursday,Autumn,17,0,working,evening
1458,2017,3,2,2017-03-02,2017-03-02 18:00:00,18,3382.0,0.4666666666666667,0.26666666666666666,Thursday,Autumn,18,0,working,evening
1459,2017,3,2,2017-03-02,2017-03-02 19:00:00,19,2850.0,0.4,0.26666666666666666,Thursday,Autumn,19,0,working,evening
1460,2017,3,2,2017-03-02,2017-03-02 20:00:00,20,2305.0,0.46153846153846156,0.3076923076923077,Thursday,Autumn,20,0,working,evening
1461,2017,3,2,2017-03-02,2017-03-02 21:00:00,21,1758.0,0.4166666666666667,0.3333333333333333,Thursday,Autumn,21,0,working,evening
1462,2017,3,2,2017-03-02,2017-03-02 22:00:00,22,1138.0,0.4166666666666667,0.3333333333333333,Thursday,Autumn,22,0,working,night
1463,2017,3,2,2017-03-02,2017-03-02 23:00:00,23,897.0,0.3333333333333333,0.4444444444444444,Thursday,Autumn,23,0,working,night
1464,2017,3,3,2017-03-03,2017-03-03 00:00:00,0,608.0,0.45454545454545453,0.36363636363636365,Friday,Autumn,0,0,working,night
1465,2017,3,3,2017-03-03,2017-03-03 01:00:00,1,359.0,0.3333333333333333,0.4444444444444444,Friday,Autumn,1,0,working,night
1466,2017,3,3,2017-03-03,2017-03-03 02:00:00,2,280.0,0.3333333333333333,0.4444444444444444,Friday,Autumn,2,0,working,night
1467,2017,3,3,2017-03-03,2017-03-03 03:00:00,3,206.0,0.4444444444444444,0.4444444444444444,Friday,Autumn,3,0,working,night
1468,2017,3,3,2017-03-03,2017-03-03 04:00:00,4,304.0,0.45454545454545453,0.36363636363636365,Friday,Autumn,4,0,working,night
1469,2017,3,3,2017-03-03,2017-03-03 05:00:00,5,752.0,0.5,0.4166666666666667,Friday,Autumn,5,0,working,night
1470,2017,3,3,2017-03-03,2017-03-03 06:00:00,6,1629.0,0.36363636363636365,0.36363636363636365,Friday,Autumn,6,0,working,night
1471,2017,3,3,2017-03-03,2017-03-03 07:00:00,7,3025.0,0.35714285714285715,0.2857142857142857,Friday,Autumn,7,0,working,morning
1472,2017,3,3,2017-03-03,2017-03-03 08:00:00,8,3168.0,0.42857142857142855,0.2857142857142857,Friday,Autumn,8,0,working,morning
1473,2017,3,3,2017-03-03,2017-03-03 09:00:00,9,3083.0,0.42857142857142855,0.2857142857142857,Friday,Autumn,9,0,working,morning
1474,2017,3,3,2017-03-03,2017-03-03 10:00:00,10,2903.0,0.4666666666666667,0.26666666666666666,Friday,Autumn,10,0,working,morning
1475,2017,3,3,2017-03-03,2017-03-03 11:00:00,11,3042.0,0.3333333333333333,0.26666666666666666,Friday,Autumn,11,0,working,morning
1476,2017,3,3,2017-03-03,2017-03-03 12:00:00,12,3311.0,0.4,0.26666666666666666,Friday,Autumn,12,0,working,morning
1477,2017,3,3,2017-03-03,2017-03-03 13:00:00,13,3378.0,0.38461538461538464,0.3076923076923077,Friday,Autumn,13,0,working,afternoon
1478,2017,3,3,2017-03-03,2017-03-03 14:00:00,14,3537.0,0.38461538461538464,0.3076923076923077,Friday,Autumn,14,0,working,afternoon
1479,2017,3,3,2017-03-03,2017-03-03 15:00:00,15,3702.0,0.4,0.26666666666666666,Friday,Autumn,15,0,working,afternoon
1480,2017,3,3,2017-03-03,2017-03-03 16:00:00,16,3697.0,0.375,0.25,Friday,Autumn,16,0,working,evening
1481,2017,3,3,2017-03-03,2017-03-03 17:00:00,17,3316.0,0.4166666666666667,0.3333333333333333,Friday,Autumn,17,0,working,evening
1482,2017,3,3,2017-03-03,2017-03-03 18:00:00,18,3394.0,0.42857142857142855,0.2857142857142857,Friday,Autumn,18,0,working,evening
1483,2017,3,3,2017-03-03,2017-03-03 19:00:00,19,2776.0,0.5,0.3333333333333333,Friday,Autumn,19,0,working,evening
1484,2017,3,3,2017-03-03,2017-03-03 20:00:00,20,2701.0,0.45454545454545453,0.36363636363636365,Friday,Autumn,20,0,working,evening
1485,2017,3,3,2017-03-03,2017-03-03 21:00:00,21,2137.0,0.4166666666666667,0.3333333333333333,Friday,Autumn,21,0,working,evening
1486,2017,3,3,2017-03-03,2017-03-03 22:00:00,22,1461.0,0.5384615384615384,0.3076923076923077,Friday,Autumn,22,0,working,night
1487,2017,3,3,2017-03-03,2017-03-03 23:00:00,23,1107.0,0.4166666666666667,0.3333333333333333,Friday,Autumn,23,0,working,night
1488,2017,3,4,2017-03-04,2017-03-04 00:00:00,0,932.0,0.3333333333333333,0.4444444444444444,Saturday,Autumn,0,0,non-working,night
1489,2017,3,4,2017-03-04,2017-03-04 01:00:00,1,867.0,0.45454545454545453,0.36363636363636365,Saturday,Autumn,1,0,non-working,night
1490,2017,3,4,2017-03-04,2017-03-04 02:00:00,2,591.0,0.5,0.4,Saturday,Autumn,2,0,non-working,night
1491,2017,3,4,2017-03-04,2017-03-04 03:00:00,3,411.0,0.4,0.4,Saturday,Autumn,3,0,non-working,night
1492,2017,3,4,2017-03-04,2017-03-04 04:00:00,4,453.0,0.4444444444444444,0.4444444444444444,Saturday,Autumn,4,0,non-working,night
