,cantidad_pasos,date_number_ordinal1,Date,DateTime,lag1,sentido_prov,vehiculo_liv,time_of_day_afternoon,time_of_day_evening,time_of_day_morning,time_of_day_night,season_Autumn,season_Spring,season_Summer,season_Winter,non_working_non-working,non_working_working,weekday_Friday,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,holiday_0,holiday_1
0,1374.0,73633001,2017-01-01,2017-01-01 01:00:00,1.0,0.5,0.6666666666666666,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,1734.0,73633002,2017-01-01,2017-01-01 02:00:00,1374.0,0.5,0.6666666666666666,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
2,1247.0,73633003,2017-01-01,2017-01-01 03:00:00,1734.0,0.4285714285714285,0.5714285714285714,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
3,579.0,73633004,2017-01-01,2017-01-01 04:00:00,1247.0,0.4,0.8,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
4,645.0,73633005,2017-01-01,2017-01-01 05:00:00,579.0,0.5714285714285714,0.5714285714285714,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
5,665.0,73633006,2017-01-01,2017-01-01 06:00:00,645.0,0.3333333333333333,0.4444444444444444,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
6,635.0,73633007,2017-01-01,2017-01-01 07:00:00,665.0,0.25,0.5,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
7,482.0,73633008,2017-01-01,2017-01-01 08:00:00,635.0,0.4545454545454545,0.3636363636363636,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
8,485.0,73633009,2017-01-01,2017-01-01 09:00:00,482.0,0.4166666666666667,0.3333333333333333,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
9,718.0,73633010,2017-01-01,2017-01-01 10:00:00,485.0,0.5,0.4,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
10,1110.0,73633011,2017-01-01,2017-01-01 11:00:00,718.0,0.3636363636363636,0.3636363636363636,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
11,1587.0,73633012,2017-01-01,2017-01-01 12:00:00,1110.0,0.5,0.3333333333333333,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
12,1630.0,73633013,2017-01-01,2017-01-01 13:00:00,1587.0,0.4545454545454545,0.3636363636363636,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
13,1293.0,73633014,2017-01-01,2017-01-01 14:00:00,1630.0,0.5,0.3333333333333333,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
14,1400.0,73633015,2017-01-01,2017-01-01 15:00:00,1293.0,0.4,0.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
15,1650.0,73633016,2017-01-01,2017-01-01 16:00:00,1400.0,0.4166666666666667,0.4166666666666667,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
16,1901.0,73633017,2017-01-01,2017-01-01 17:00:00,1650.0,0.5,0.3333333333333333,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
17,2098.0,73633018,2017-01-01,2017-01-01 18:00:00,1901.0,0.5,0.3333333333333333,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
18,2359.0,73633019,2017-01-01,2017-01-01 19:00:00,2098.0,0.4615384615384615,0.3076923076923077,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
19,2223.0,73633020,2017-01-01,2017-01-01 20:00:00,2359.0,0.4545454545454545,0.3636363636363636,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
20,2019.0,73633021,2017-01-01,2017-01-01 21:00:00,2223.0,0.4,0.4,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
21,1772.0,73633022,2017-01-01,2017-01-01 22:00:00,2019.0,0.5454545454545454,0.3636363636363636,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
22,1576.0,73633023,2017-01-01,2017-01-01 23:00:00,1772.0,0.5,0.3333333333333333,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
23,1151.0,73633100,2017-01-02,2017-01-02 00:00:00,1576.0,0.4444444444444444,0.4444444444444444,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
24,656.0,73633101,2017-01-02,2017-01-02 01:00:00,1151.0,0.4615384615384615,0.3076923076923077,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
25,487.0,73633102,2017-01-02,2017-01-02 02:00:00,656.0,0.3636363636363636,0.3636363636363636,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
26,467.0,73633103,2017-01-02,2017-01-02 03:00:00,487.0,0.4615384615384615,0.3076923076923077,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
27,636.0,73633104,2017-01-02,2017-01-02 04:00:00,467.0,0.5,0.3333333333333333,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
28,1284.0,73633105,2017-01-02,2017-01-02 05:00:00,636.0,0.4615384615384615,0.3076923076923077,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
29,2209.0,73633106,2017-01-02,2017-01-02 06:00:00,1284.0,0.4285714285714285,0.2857142857142857,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
30,3035.0,73633107,2017-01-02,2017-01-02 07:00:00,2209.0,0.4,0.2666666666666666,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
31,3328.0,73633108,2017-01-02,2017-01-02 08:00:00,3035.0,0.3571428571428571,0.2857142857142857,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
32,3103.0,73633109,2017-01-02,2017-01-02 09:00:00,3328.0,0.4285714285714285,0.2857142857142857,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
33,2978.0,73633110,2017-01-02,2017-01-02 10:00:00,3103.0,0.3846153846153846,0.3076923076923077,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
34,2850.0,73633111,2017-01-02,2017-01-02 11:00:00,2978.0,0.3333333333333333,0.3333333333333333,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
35,2848.0,73633112,2017-01-02,2017-01-02 12:00:00,2850.0,0.4,0.2666666666666666,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
36,2868.0,73633113,2017-01-02,2017-01-02 13:00:00,2848.0,0.3333333333333333,0.3333333333333333,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
37,3039.0,73633114,2017-01-02,2017-01-02 14:00:00,2868.0,0.3846153846153846,0.3076923076923077,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
38,3077.0,73633115,2017-01-02,2017-01-02 15:00:00,3039.0,0.4615384615384615,0.3076923076923077,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
39,3030.0,73633116,2017-01-02,2017-01-02 16:00:00,3077.0,0.3529411764705882,0.2941176470588235,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
40,3308.0,73633117,2017-01-02,2017-01-02 17:00:00,3030.0,0.3846153846153846,0.3076923076923077,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
41,3134.0,73633118,2017-01-02,2017-01-02 18:00:00,3308.0,0.4666666666666667,0.2666666666666666,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
42,2256.0,73633119,2017-01-02,2017-01-02 19:00:00,3134.0,0.3333333333333333,0.2666666666666666,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
43,1978.0,73633120,2017-01-02,2017-01-02 20:00:00,2256.0,0.4,0.2666666666666666,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
44,1604.0,73633121,2017-01-02,2017-01-02 21:00:00,1978.0,0.4545454545454545,0.3636363636363636,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
45,1283.0,73633122,2017-01-02,2017-01-02 22:00:00,1604.0,0.4545454545454545,0.3636363636363636,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
46,959.0,73633123,2017-01-02,2017-01-02 23:00:00,1283.0,0.3846153846153846,0.3076923076923077,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
47,743.0,73633200,2017-01-03,2017-01-03 00:00:00,959.0,0.4,0.4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
48,457.0,73633201,2017-01-03,2017-01-03 01:00:00,743.0,0.5,0.2857142857142857,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
49,307.0,73633202,2017-01-03,2017-01-03 02:00:00,457.0,0.4,0.4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
50,324.0,73633203,2017-01-03,2017-01-03 03:00:00,307.0,0.3333333333333333,0.3333333333333333,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
51,466.0,73633204,2017-01-03,2017-01-03 04:00:00,324.0,0.4,0.4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
52,967.0,73633205,2017-01-03,2017-01-03 05:00:00,466.0,0.4615384615384615,0.3076923076923077,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
53,1985.0,73633206,2017-01-03,2017-01-03 06:00:00,967.0,0.4285714285714285,0.2857142857142857,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
54,3145.0,73633207,2017-01-03,2017-01-03 07:00:00,1985.0,0.4285714285714285,0.2857142857142857,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
55,3478.0,73633208,2017-01-03,2017-01-03 08:00:00,3145.0,0.3846153846153846,0.3076923076923077,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
56,3331.0,73633209,2017-01-03,2017-01-03 09:00:00,3478.0,0.4285714285714285,0.2857142857142857,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
57,3344.0,73633210,2017-01-03,2017-01-03 10:00:00,3331.0,0.3846153846153846,0.3076923076923077,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
58,3145.0,73633211,2017-01-03,2017-01-03 11:00:00,3344.0,0.3846153846153846,0.3076923076923077,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
59,3021.0,73633212,2017-01-03,2017-01-03 12:00:00,3145.0,0.4615384615384615,0.3076923076923077,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
60,2971.0,73633213,2017-01-03,2017-01-03 13:00:00,3021.0,0.3571428571428571,0.2857142857142857,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
61,3113.0,73633214,2017-01-03,2017-01-03 14:00:00,2971.0,0.3846153846153846,0.3076923076923077,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
62,2957.0,73633215,2017-01-03,2017-01-03 15:00:00,3113.0,0.4615384615384615,0.3076923076923077,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
63,3123.0,73633216,2017-01-03,2017-01-03 16:00:00,2957.0,0.3846153846153846,0.3076923076923077,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
64,3360.0,73633217,2017-01-03,2017-01-03 17:00:00,3123.0,0.4285714285714285,0.2857142857142857,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
65,3198.0,73633218,2017-01-03,2017-01-03 18:00:00,3360.0,0.4166666666666667,0.3333333333333333,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
66,2213.0,73633219,2017-01-03,2017-01-03 19:00:00,3198.0,0.4615384615384615,0.3076923076923077,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
67,1944.0,73633220,2017-01-03,2017-01-03 20:00:00,2213.0,0.3846153846153846,0.3076923076923077,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
68,1555.0,73633221,2017-01-03,2017-01-03 21:00:00,1944.0,0.4285714285714285,0.2857142857142857,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
69,1119.0,73633222,2017-01-03,2017-01-03 22:00:00,1555.0,0.4545454545454545,0.3636363636363636,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
70,827.0,73633223,2017-01-03,2017-01-03 23:00:00,1119.0,0.4285714285714285,0.2857142857142857,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
71,638.0,73633300,2017-01-04,2017-01-04 00:00:00,827.0,0.2222222222222222,0.4444444444444444,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
72,428.0,73633301,2017-01-04,2017-01-04 01:00:00,638.0,0.4545454545454545,0.3636363636363636,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
73,240.0,73633302,2017-01-04,2017-01-04 02:00:00,428.0,0.4545454545454545,0.3636363636363636,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
74,286.0,73633303,2017-01-04,2017-01-04 03:00:00,240.0,0.4,0.4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
75,397.0,73633304,2017-01-04,2017-01-04 04:00:00,286.0,0.3636363636363636,0.3636363636363636,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
76,951.0,73633305,2017-01-04,2017-01-04 05:00:00,397.0,0.3636363636363636,0.3636363636363636,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
77,1891.0,73633306,2017-01-04,2017-01-04 06:00:00,951.0,0.3571428571428571,0.2857142857142857,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
78,3168.0,73633307,2017-01-04,2017-01-04 07:00:00,1891.0,0.4375,0.25,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
79,3491.0,73633308,2017-01-04,2017-01-04 08:00:00,3168.0,0.4615384615384615,0.3076923076923077,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
80,3628.0,73633309,2017-01-04,2017-01-04 09:00:00,3491.0,0.4,0.2666666666666666,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
81,3274.0,73633310,2017-01-04,2017-01-04 10:00:00,3628.0,0.3333333333333333,0.2666666666666666,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
82,3170.0,73633311,2017-01-04,2017-01-04 11:00:00,3274.0,0.3571428571428571,0.2857142857142857,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
83,3339.0,73633312,2017-01-04,2017-01-04 12:00:00,3170.0,0.4117647058823529,0.2352941176470588,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
84,3278.0,73633313,2017-01-04,2017-01-04 13:00:00,3339.0,0.4117647058823529,0.2352941176470588,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
85,3301.0,73633314,2017-01-04,2017-01-04 14:00:00,3278.0,0.3571428571428571,0.2857142857142857,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
86,3269.0,73633315,2017-01-04,2017-01-04 15:00:00,3301.0,0.4666666666666667,0.2666666666666666,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
87,3405.0,73633316,2017-01-04,2017-01-04 16:00:00,3269.0,0.4,0.2666666666666666,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
88,3480.0,73633317,2017-01-04,2017-01-04 17:00:00,3405.0,0.4375,0.25,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
89,3262.0,73633318,2017-01-04,2017-01-04 18:00:00,3480.0,0.3846153846153846,0.3076923076923077,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
90,2442.0,73633319,2017-01-04,2017-01-04 19:00:00,3262.0,0.4285714285714285,0.2857142857142857,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
91,2159.0,73633320,2017-01-04,2017-01-04 20:00:00,2442.0,0.3571428571428571,0.2857142857142857,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
92,1693.0,73633321,2017-01-04,2017-01-04 21:00:00,2159.0,0.4615384615384615,0.3076923076923077,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
93,1170.0,73633322,2017-01-04,2017-01-04 22:00:00,1693.0,0.4615384615384615,0.3076923076923077,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
94,972.0,73633323,2017-01-04,2017-01-04 23:00:00,1170.0,0.5,0.4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
95,785.0,73633400,2017-01-05,2017-01-05 00:00:00,972.0,0.3636363636363636,0.3636363636363636,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
96,541.0,73633401,2017-01-05,2017-01-05 01:00:00,785.0,0.5,0.4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
97,305.0,73633402,2017-01-05,2017-01-05 02:00:00,541.0,0.3636363636363636,0.3636363636363636,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
98,278.0,73633403,2017-01-05,2017-01-05 03:00:00,305.0,0.3333333333333333,0.4444444444444444,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
99,375.0,73633404,2017-01-05,2017-01-05 04:00:00,278.0,0.4444444444444444,0.4444444444444444,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
100,937.0,73633405,2017-01-05,2017-01-05 05:00:00,375.0,0.4615384615384615,0.3076923076923077,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
101,1968.0,73633406,2017-01-05,2017-01-05 06:00:00,937.0,0.3571428571428571,0.2857142857142857,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
102,3193.0,73633407,2017-01-05,2017-01-05 07:00:00,1968.0,0.4,0.2666666666666666,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
103,3596.0,73633408,2017-01-05,2017-01-05 08:00:00,3193.0,0.3333333333333333,0.2666666666666666,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
104,3688.0,73633409,2017-01-05,2017-01-05 09:00:00,3596.0,0.4117647058823529,0.2352941176470588,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
105,3720.0,73633410,2017-01-05,2017-01-05 10:00:00,3688.0,0.3571428571428571,0.2857142857142857,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
106,3395.0,73633411,2017-01-05,2017-01-05 11:00:00,3720.0,0.3333333333333333,0.2666666666666666,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
107,3447.0,73633412,2017-01-05,2017-01-05 12:00:00,3395.0,0.3846153846153846,0.3076923076923077,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
108,3496.0,73633413,2017-01-05,2017-01-05 13:00:00,3447.0,0.4117647058823529,0.2352941176470588,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
109,3503.0,73633414,2017-01-05,2017-01-05 14:00:00,3496.0,0.5,0.2857142857142857,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
110,3682.0,73633415,2017-01-05,2017-01-05 15:00:00,3503.0,0.3076923076923077,0.3076923076923077,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
111,3614.0,73633416,2017-01-05,2017-01-05 16:00:00,3682.0,0.4285714285714285,0.2857142857142857,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
112,3672.0,73633417,2017-01-05,2017-01-05 17:00:00,3614.0,0.4285714285714285,0.2857142857142857,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
113,3578.0,73633418,2017-01-05,2017-01-05 18:00:00,3672.0,0.4,0.2666666666666666,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
114,2477.0,73633419,2017-01-05,2017-01-05 19:00:00,3578.0,0.3846153846153846,0.3076923076923077,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
115,2163.0,73633420,2017-01-05,2017-01-05 20:00:00,2477.0,0.3571428571428571,0.2857142857142857,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
116,1829.0,73633421,2017-01-05,2017-01-05 21:00:00,2163.0,0.4166666666666667,0.3333333333333333,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
117,1276.0,73633422,2017-01-05,2017-01-05 22:00:00,1829.0,0.4285714285714285,0.2857142857142857,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
118,968.0,73633423,2017-01-05,2017-01-05 23:00:00,1276.0,0.25,0.3333333333333333,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
119,754.0,73633500,2017-01-06,2017-01-06 00:00:00,968.0,0.3846153846153846,0.3076923076923077,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
120,532.0,73633501,2017-01-06,2017-01-06 01:00:00,754.0,0.4166666666666667,0.3333333333333333,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
121,348.0,73633502,2017-01-06,2017-01-06 02:00:00,532.0,0.4285714285714285,0.2857142857142857,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
122,336.0,73633503,2017-01-06,2017-01-06 03:00:00,348.0,0.4166666666666667,0.3333333333333333,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
123,402.0,73633504,2017-01-06,2017-01-06 04:00:00,336.0,0.4,0.4,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
124,973.0,73633505,2017-01-06,2017-01-06 05:00:00,402.0,0.4545454545454545,0.3636363636363636,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
125,1923.0,73633506,2017-01-06,2017-01-06 06:00:00,973.0,0.3333333333333333,0.2666666666666666,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
126,3194.0,73633507,2017-01-06,2017-01-06 07:00:00,1923.0,0.4285714285714285,0.2857142857142857,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
127,3215.0,73633508,2017-01-06,2017-01-06 08:00:00,3194.0,0.3333333333333333,0.3333333333333333,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
128,3450.0,73633509,2017-01-06,2017-01-06 09:00:00,3215.0,0.4615384615384615,0.3076923076923077,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
129,3491.0,73633510,2017-01-06,2017-01-06 10:00:00,3450.0,0.3846153846153846,0.3076923076923077,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
130,3445.0,73633511,2017-01-06,2017-01-06 11:00:00,3491.0,0.3571428571428571,0.2857142857142857,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
131,3576.0,73633512,2017-01-06,2017-01-06 12:00:00,3445.0,0.375,0.25,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
132,3583.0,73633513,2017-01-06,2017-01-06 13:00:00,3576.0,0.4375,0.25,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
133,3549.0,73633514,2017-01-06,2017-01-06 14:00:00,3583.0,0.4666666666666667,0.2666666666666666,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
134,3689.0,73633515,2017-01-06,2017-01-06 15:00:00,3549.0,0.4,0.2666666666666666,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
135,3595.0,73633516,2017-01-06,2017-01-06 16:00:00,3689.0,0.4666666666666667,0.2666666666666666,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
136,3656.0,73633517,2017-01-06,2017-01-06 17:00:00,3595.0,0.3846153846153846,0.3076923076923077,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
137,3461.0,73633518,2017-01-06,2017-01-06 18:00:00,3656.0,0.4666666666666667,0.2666666666666666,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
138,2511.0,73633519,2017-01-06,2017-01-06 19:00:00,3461.0,0.4375,0.25,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
139,2517.0,73633520,2017-01-06,2017-01-06 20:00:00,2511.0,0.4615384615384615,0.3076923076923077,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
140,2096.0,73633521,2017-01-06,2017-01-06 21:00:00,2517.0,0.3846153846153846,0.3076923076923077,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
141,1615.0,73633522,2017-01-06,2017-01-06 22:00:00,2096.0,0.5384615384615384,0.3076923076923077,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
142,1170.0,73633523,2017-01-06,2017-01-06 23:00:00,1615.0,0.4166666666666667,0.3333333333333333,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
143,1064.0,73633600,2017-01-07,2017-01-07 00:00:00,1170.0,0.375,0.5,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
144,841.0,73633601,2017-01-07,2017-01-07 01:00:00,1064.0,0.4545454545454545,0.3636363636363636,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
145,657.0,73633602,2017-01-07,2017-01-07 02:00:00,841.0,0.3333333333333333,0.3333333333333333,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
146,510.0,73633603,2017-01-07,2017-01-07 03:00:00,657.0,0.4545454545454545,0.3636363636363636,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
147,642.0,73633604,2017-01-07,2017-01-07 04:00:00,510.0,0.4545454545454545,0.3636363636363636,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
148,994.0,73633605,2017-01-07,2017-01-07 05:00:00,642.0,0.4166666666666667,0.3333333333333333,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
149,1331.0,73633606,2017-01-07,2017-01-07 06:00:00,994.0,0.4666666666666667,0.2666666666666666,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
150,1567.0,73633607,2017-01-07,2017-01-07 07:00:00,1331.0,0.4285714285714285,0.2857142857142857,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
151,1818.0,73633608,2017-01-07,2017-01-07 08:00:00,1567.0,0.4615384615384615,0.3076923076923077,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
152,2137.0,73633609,2017-01-07,2017-01-07 09:00:00,1818.0,0.4285714285714285,0.2857142857142857,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
